---
---
doors,doors_to_open,stick_wins,switch_wins
80,26,124,184
80,27,123,198
80,28,111,177
80,29,131,207
80,30,139,225
80,31,136,209
80,32,113,226
80,33,133,250
80,34,148,238
80,35,125,216
80,36,127,237
80,37,121,248
80,38,124,245
80,39,115,236
80,40,110,269
80,41,124,243
80,42,144,275
80,43,119,242
80,44,121,290
80,45,129,313
80,46,132,331
80,47,100,307
80,48,128,331
80,49,130,365
80,50,134,319
80,51,108,361
80,52,139,358
80,53,99,388
80,54,128,400
80,55,136,440
80,56,136,427
80,57,109,441
80,58,136,462
80,59,124,503
80,60,133,503
80,61,127,548
80,62,135,570
80,63,110,665
80,64,114,617
80,65,125,708
80,66,125,733
80,67,121,784
80,68,120,950
80,69,132,1013
80,70,129,1128
80,71,130,1258
80,72,109,1405
80,73,114,1651
80,74,124,1929
80,75,121,2469
80,76,130,3208
80,77,115,4979
80,78,120,9880
81,1,129,122
81,2,115,125
81,3,99,114
81,4,127,115
81,5,119,143
81,6,130,146
81,7,115,140
81,8,111,119
81,9,143,147
81,10,104,129
81,11,103,172
81,12,129,145
81,13,121,172
81,14,118,136
81,15,160,152
81,16,120,182
81,17,125,187
81,18,120,188
81,19,108,182
81,20,154,162
81,21,126,177
81,22,135,177
81,23,125,196
81,24,110,175
81,25,116,178
81,26,128,184
81,27,107,197
81,28,146,190
81,29,128,201
81,30,121,207
81,31,123,185
81,32,112,195
81,33,120,195
81,34,128,208
81,35,118,211
81,36,116,249
81,37,136,237
81,38,134,235
81,39,124,239
81,40,132,233
81,41,146,238
81,42,110,247
81,43,121,262
81,44,122,260
81,45,140,287
81,46,127,327
81,47,106,284
81,48,129,316
81,49,124,321
81,50,108,296
81,51,116,373
81,52,133,342
81,53,122,386
81,54,112,369
81,55,117,371
81,56,132,403
81,57,152,406
81,58,131,455
81,59,118,453
81,60,130,497
81,61,122,484
81,62,139,484
81,63,138,579
81,64,117,612
81,65,144,609
81,66,116,710
81,67,137,739
81,68,121,822
81,69,113,907
81,70,121,964
81,71,121,1073
81,72,127,1279
81,73,119,1446
81,74,118,1620
81,75,131,2048
81,76,127,2511
81,77,120,3325
81,78,120,4869
81,79,118,9882
82,1,133,145
82,2,140,138
82,3,122,123
82,4,125,127
82,5,107,129
82,6,129,121
82,7,108,134
82,8,127,139
82,9,102,146
82,10,123,148
82,11,113,137
82,12,125,133
82,13,105,152
82,14,103,144
82,15,138,155
82,16,122,154
82,17,127,157
82,18,127,157
82,19,123,158
82,20,97,161
82,21,118,168
82,22,104,152
82,23,107,176
82,24,137,174
82,25,122,176
82,26,111,177
82,27,119,182
82,28,115,179
82,29,110,197
82,30,130,206
82,31,123,194
82,32,132,191
82,33,139,192
82,34,136,215
82,35,129,202
82,36,132,225
82,37,144,219
82,38,123,215
82,39,113,221
82,40,113,247
82,41,144,231
82,42,112,253
82,43,126,272
82,44,127,247
82,45,113,270
82,46,124,302
82,47,120,277
82,48,108,267
82,49,137,303
82,50,133,344
82,51,115,357
82,52,127,333
82,53,121,360
82,54,99,357
82,55,124,378
82,56,120,410
82,57,122,419
82,58,133,443
82,59,100,435
82,60,125,473
82,61,122,508
82,62,133,511
82,63,110,561
82,64,133,586
82,65,120,630
82,66,113,658
82,67,104,703
82,68,127,753
82,69,108,798
82,70,125,895
82,71,118,955
82,72,118,1070
82,73,149,1181
82,74,105,1424
82,75,127,1742
82,76,140,1982
82,77,122,2499
82,78,133,3369
82,79,137,4934
82,80,102,9898
83,1,120,125
83,2,110,138
83,3,118,119
83,4,109,115
83,5,138,134
83,6,143,126
83,7,135,116
83,8,100,129
83,9,105,137
83,10,120,138
83,11,134,120
83,12,115,151
83,13,122,137
83,14,146,133
83,15,108,143
83,16,123,124
83,17,113,171
83,18,131,170
83,19,120,143
83,20,120,161
83,21,128,171
83,22,126,178
83,23,127,144
83,24,128,167
83,25,114,196
83,26,117,184
83,27,120,175
83,28,126,184
83,29,130,177
83,30,125,167
83,31,116,190
83,32,113,201
83,33,136,206
83,34,131,180
83,35,103,199
83,36,114,210
83,37,122,208
83,38,107,232
83,39,132,224
83,40,149,231
83,41,111,270
83,42,115,246
83,43,107,224
83,44,133,259
83,45,115,276
83,46,126,283
83,47,124,272
83,48,110,299
83,49,129,295
83,50,131,332
83,51,129,328
83,52,125,322
83,53,98,332
83,54,111,351
83,55,128,338
83,56,119,398
83,57,132,370
83,58,106,426
83,59,113,439
83,60,131,425
83,61,120,464
83,62,137,488
83,63,103,540
83,64,128,566
83,65,124,634
83,66,127,621
83,67,124,690
83,68,115,705
83,69,141,734
83,70,107,852
83,71,106,941
83,72,124,984
83,73,148,1144
83,74,124,1270
83,75,140,1372
83,76,117,1666
83,77,103,1955
83,78,122,2415
83,79,116,3316
83,80,133,4935
83,81,119,9881
84,1,131,108
84,2,121,118
84,3,113,131
84,4,130,101
84,5,106,130
84,6,127,121
84,7,131,135
84,8,128,111
84,9,118,145
84,10,114,132
84,11,98,116
84,12,135,156
84,13,132,148
84,14,103,150
84,15,132,170
84,16,115,132
84,17,116,135
84,18,128,146
84,19,130,145
84,20,122,154
84,21,133,168
84,22,110,178
84,23,110,166
84,24,116,187
84,25,136,166
84,26,140,160
84,27,118,204
84,28,110,152
84,29,112,179
84,30,103,195
84,31,130,163
84,32,122,222
84,33,109,217
84,34,132,192
84,35,102,213
84,36,124,203
84,37,151,215
84,38,123,225
84,39,120,241
84,40,120,208
84,41,120,243
84,42,107,234
84,43,114,233
84,44,109,268
84,45,128,237
84,46,134,280
84,47,131,296
84,48,136,266
84,49,116,303
84,50,125,291
84,51,109,300
84,52,119,328
84,53,126,308
84,54,121,320
84,55,110,337
84,56,105,360
84,57,117,392
84,58,123,391
84,59,104,377
84,60,125,460
84,61,120,417
84,62,107,469
84,63,104,497
84,64,115,539
84,65,91,516
84,66,107,597
84,67,139,573
84,68,112,641
84,69,114,696
84,70,124,740
84,71,123,861
84,72,128,886
84,73,121,975
84,74,105,1050
84,75,128,1202
84,76,136,1439
84,77,118,1661
84,78,116,2032
84,79,139,2449
84,80,116,3295
84,81,130,4969
84,82,103,9897
85,1,117,121
85,2,130,124
85,3,113,124
85,4,147,119
85,5,132,131
85,6,114,120
85,7,89,131
85,8,115,128
85,9,133,146
85,10,101,118
85,11,122,115
85,12,110,133
85,13,110,130
85,14,113,134
85,15,122,140
85,16,125,136
85,17,130,146
85,18,111,159
85,19,133,153
85,20,116,173
85,21,144,161
85,22,118,149
85,23,119,169
85,24,119,156
85,25,119,167
85,26,111,152
85,27,121,173
85,28,114,182
85,29,113,177
85,30,109,189
85,31,111,160
85,32,103,182
85,33,112,193
85,34,108,203
85,35,106,218
85,36,110,232
85,37,123,215
85,38,126,194
85,39,119,213
85,40,120,221
85,41,123,243
85,42,134,241
85,43,115,238
85,44,126,269
85,45,128,286
85,46,131,214
85,47,105,273
85,48,120,294
85,49,113,269
85,50,108,291
85,51,123,272
85,52,122,285
85,53,126,350
85,54,130,324
85,55,117,335
85,56,105,351
85,57,118,368
85,58,127,377
85,59,112,412
85,60,125,385
85,61,121,465
85,62,120,468
85,63,124,453
85,64,109,494
85,65,105,546
85,66,121,575
85,67,126,589
85,68,128,586
85,69,107,657
85,70,119,722
85,71,128,792
85,72,145,834
85,73,109,876
85,74,122,1008
85,75,126,1066
85,76,111,1283
85,77,122,1426
85,78,114,1689
85,79,113,1927
85,80,122,2447
85,81,125,3271
85,82,115,4980
85,83,124,9876
86,1,124,106
86,2,133,122
86,3,134,123
86,4,116,111
86,5,110,107
86,6,117,139
86,7,120,136
86,8,109,138
86,9,120,131
86,10,109,110
86,11,118,114
86,12,136,114
86,13,109,123
86,14,116,155
86,15,100,119
86,16,133,165
86,17,99,129
86,18,102,141
86,19,106,138
86,20,124,160
86,21,112,146
86,22,127,157
86,23,111,164
86,24,125,168
86,25,120,155
86,26,114,173
86,27,129,157
86,28,111,186
86,29,124,165
86,30,122,172
86,31,125,199
86,32,137,210
86,33,121,209
86,34,118,181
86,35,119,188
86,36,104,201
86,37,123,189
86,38,116,227
86,39,103,213
86,40,110,217
86,41,106,228
86,42,108,231
86,43,108,239
86,44,119,253
86,45,122,255
86,46,110,249
86,47,119,264
86,48,129,250
86,49,124,264
86,50,109,260
86,51,117,271
86,52,122,312
86,53,137,314
86,54,114,287
86,55,126,316
86,56,100,351
86,57,107,362
86,58,125,339
86,59,117,387
86,60,96,399
86,61,115,406
86,62,118,452
86,63,98,461
86,64,107,479
86,65,122,509
86,66,118,471
86,67,123,541
86,68,129,568
86,69,127,638
86,70,87,666
86,71,119,707
86,72,123,780
86,73,120,848
86,74,103,903
86,75,120,1003
86,76,121,1086
86,77,131,1222
86,78,114,1422
86,79,117,1647
86,80,128,1957
86,81,114,2525
86,82,119,3356
86,83,123,4893
86,84,122,9878
87,1,106,124
87,2,111,121
87,3,109,133
87,4,105,123
87,5,111,129
87,6,115,130
87,7,130,129
87,8,99,123
87,9,114,119
87,10,114,141
87,11,102,138
87,12,104,148
87,13,102,154
87,14,126,127
87,15,89,122
87,16,109,138
87,17,126,140
87,18,102,161
87,19,103,145
87,20,111,153
87,21,109,161
87,22,127,144
87,23,116,164
87,24,92,163
87,25,108,149
87,26,141,149
87,27,105,149
87,28,125,174
87,29,108,161
87,30,111,169
87,31,127,194
87,32,106,183
87,33,97,191
87,34,124,179
87,35,113,187
87,36,116,196
87,37,112,191
87,38,114,213
87,39,106,214
87,40,103,220
87,41,106,231
87,42,109,208
87,43,113,211
87,44,105,250
87,45,108,252
87,46,114,234
87,47,123,231
87,48,121,278
87,49,125,277
87,50,108,235
87,51,119,273
87,52,130,294
87,53,114,290
87,54,132,317
87,55,122,308
87,56,123,363
87,57,127,343
87,58,95,342
87,59,122,363
87,60,107,389
87,61,116,419
87,62,109,405
87,63,106,401
87,64,114,450
87,65,117,441
87,66,104,452
87,67,103,529
87,68,114,555
87,69,116,606
87,70,95,632
87,71,112,657
87,72,114,684
87,73,106,769
87,74,141,817
87,75,121,949
87,76,109,991
87,77,114,1108
87,78,130,1233
87,79,101,1420
87,80,112,1575
87,81,119,1928
87,82,117,2478
87,83,126,3278
87,84,119,4933
87,85,113,9887
88,1,136,113
88,2,123,109
88,3,100,133
88,4,108,111
88,5,109,125
88,6,104,135
88,7,128,130
88,8,108,126
88,9,108,134
88,10,119,121
88,11,107,118
88,12,110,125
88,13,117,149
88,14,101,164
88,15,118,134
88,16,104,128
88,17,116,138
88,18,118,147
88,19,103,149
88,20,104,162
88,21,112,142
88,22,131,156
88,23,119,116
88,24,114,162
88,25,95,174
88,26,118,139
88,27,120,155
88,28,106,174
88,29,107,165
88,30,117,183
88,31,123,145
88,32,126,170
88,33,108,187
88,34,146,205
88,35,114,163
88,36,114,194
88,37,117,193
88,38,106,235
88,39,110,207
88,40,129,236
88,41,109,225
88,42,130,243
88,43,114,214
88,44,105,239
88,45,119,215
88,46,124,234
88,47,97,235
88,48,104,247
88,49,117,259
88,50,142,257
88,51,114,252
88,52,123,298
88,53,113,272
88,54,102,280
88,55,129,304
88,56,118,326
88,57,128,316
88,58,116,334
88,59,105,352
88,60,116,388
88,61,98,378
88,62,112,405
88,63,120,411
88,64,96,412
88,65,111,478
88,66,111,450
88,67,104,504
88,68,109,555
88,69,119,530
88,70,133,593
88,71,110,605
88,72,95,666
88,73,125,646
88,74,96,806
88,75,97,841
88,76,112,886
88,77,103,1026
88,78,119,1097
88,79,123,1148
88,80,129,1428
88,81,115,1669
88,82,104,2073
88,83,113,2468
88,84,122,3284
88,85,85,4997
88,86,125,9875
89,1,97,88
89,2,131,103
89,3,111,109
89,4,127,107
89,5,103,125
89,6,114,115
89,7,96,121
89,8,129,89
89,9,137,113
89,10,133,131
89,11,126,139
89,12,101,136
89,13,105,129
89,14,111,136
89,15,112,130
89,16,103,147
89,17,111,169
89,18,119,145
89,19,120,143
89,20,106,142
89,21,122,154
89,22,114,137
89,23,123,170
89,24,107,165
89,25,97,166
89,26,122,154
89,27,110,139
89,28,112,148
89,29,125,178
89,30,106,192
89,31,122,183
89,32,96,184
89,33,114,177
89,34,102,174
89,35,107,196
89,36,109,189
89,37,109,210
89,38,126,200
89,39,103,202
89,40,107,210
89,41,107,218
89,42,129,213
89,43,104,196
89,44,124,243
89,45,105,212
89,46,119,233
89,47,110,243
89,48,115,236
89,49,120,245
89,50,98,269
89,51,106,261
89,52,108,278
89,53,139,277
89,54,110,270
89,55,123,287
89,56,111,300
89,57,118,323
89,58,128,333
89,59,99,328
89,60,114,354
89,61,104,373
89,62,118,367
89,63,107,391
89,64,111,437
89,65,113,445
89,66,103,478
89,67,113,462
89,68,134,509
89,69,111,545
89,70,108,517
89,71,128,591
89,72,134,658
89,73,120,680
89,74,108,737
89,75,112,762
89,76,113,890
89,77,94,872
89,78,123,945
89,79,120,1078
89,80,104,1234
89,81,126,1389
89,82,108,1614
89,83,108,1946
89,84,106,2498
89,85,88,3282
89,86,112,4873
89,87,130,9870
90,1,111,105
90,2,108,115
90,3,102,119
90,4,130,119
90,5,119,130
90,6,98,119
90,7,108,124
90,8,115,122
90,9,106,130
90,10,128,108
90,11,124,136
90,12,101,133
90,13,117,134
90,14,103,152
90,15,104,126
90,16,107,147
90,17,113,137
90,18,106,124
90,19,132,155
90,20,125,144
90,21,112,146
90,22,95,119
90,23,108,142
90,24,129,152
90,25,110,147
90,26,96,182
90,27,101,183
90,28,119,134
90,29,117,148
90,30,102,165
90,31,129,183
90,32,119,177
90,33,117,171
90,34,115,185
90,35,121,183
90,36,128,183
90,37,109,169
90,38,120,195
90,39,114,189
90,40,124,208
90,41,112,218
90,42,106,198
90,43,114,222
90,44,109,218
90,45,114,248
90,46,105,251
90,47,125,238
90,48,112,269
90,49,112,241
90,50,115,275
90,51,122,279
90,52,100,254
90,53,107,271
90,54,119,271
90,55,121,293
90,56,121,287
90,57,121,292
90,58,120,318
90,59,104,330
90,60,111,348
90,61,98,372
90,62,107,361
90,63,124,368
90,64,108,351
90,65,114,446
90,66,126,442
90,67,99,437
90,68,138,517
90,69,129,488
90,70,112,490
90,71,107,578
90,72,119,587
90,73,102,636
90,74,114,681
90,75,105,736
90,76,116,788
90,77,110,836
90,78,114,924
90,79,137,953
90,80,117,1120
90,81,114,1263
90,82,105,1472
90,83,115,1634
90,84,112,2028
90,85,118,2501
90,86,104,3316
90,87,119,4977
90,88,125,9875
91,1,123,104
91,2,102,99
91,3,109,113
91,4,116,113
91,5,116,115
91,6,109,105
91,7,97,125
91,8,103,145
91,9,117,114
91,10,115,106
91,11,98,113
91,12,113,122
91,13,117,120
91,14,103,120
91,15,115,127
91,16,99,135
91,17,116,137
91,18,94,143
91,19,114,159
91,20,113,140
91,21,103,154
91,22,103,135
91,23,120,150
91,24,101,164
91,25,103,164
91,26,93,152
91,27,115,159
91,28,115,145
91,29,104,149
91,30,108,144
91,31,104,151
91,32,111,173
91,33,92,175
91,34,126,178
91,35,122,202
91,36,111,161
91,37,113,187
91,38,121,211
91,39,91,222
91,40,113,204
91,41,95,212
91,42,107,197
91,43,113,206
91,44,114,197
91,45,96,230
91,46,115,221
91,47,107,239
91,48,126,207
91,49,105,247
91,50,140,251
91,51,108,231
91,52,97,269
91,53,99,290
91,54,102,285
91,55,123,300
91,56,103,294
91,57,108,284
91,58,113,280
91,59,105,335
91,60,85,305
91,61,99,348
91,62,105,381
91,63,117,323
91,64,103,406
91,65,118,384
91,66,120,424
91,67,103,435
91,68,120,442
91,69,121,492
91,70,116,498
91,71,88,562
91,72,97,534
91,73,122,521
91,74,110,619
91,75,109,633
91,76,115,707
91,77,125,790
91,78,114,800
91,79,98,890
91,80,102,976
91,81,100,1111
91,82,103,1195
91,83,97,1398
91,84,94,1664
91,85,107,1942
91,86,106,2504
91,87,113,3353
91,88,102,5014
91,89,120,9880
92,1,99,104
92,2,107,110
92,3,98,93
92,4,99,116
92,5,108,119
92,6,107,117
92,7,101,134
92,8,102,120
92,9,124,124
92,10,103,129
92,11,102,121
92,12,103,130
92,13,91,111
92,14,125,120
92,15,126,141
92,16,102,141
92,17,146,146
92,18,113,149
92,19,100,129
92,20,135,119
92,21,104,143
92,22,82,131
92,23,114,133
92,24,108,134
92,25,109,161
92,26,115,132
92,27,88,153
92,28,117,164
92,29,115,176
92,30,115,156
92,31,115,131
92,32,104,193
92,33,103,163
92,34,94,174
92,35,103,165
92,36,99,210
92,37,100,193
92,38,108,213
92,39,111,175
92,40,99,203
92,41,111,186
92,42,101,191
92,43,88,214
92,44,106,201
92,45,111,200
92,46,120,213
92,47,110,217
92,48,97,222
92,49,103,227
92,50,119,275
92,51,129,233
92,52,100,243
92,53,106,269
92,54,108,269
92,55,95,269
92,56,102,289
92,57,110,295
92,58,90,278
92,59,110,275
92,60,126,311
92,61,106,321
92,62,119,355
92,63,108,395
92,64,114,345
92,65,113,380
92,66,100,418
92,67,104,418
92,68,112,454
92,69,119,474
92,70,108,506
92,71,115,512
92,72,115,499
92,73,101,547
92,74,94,546
92,75,96,644
92,76,115,677
92,77,101,721
92,78,98,751
92,79,107,853
92,80,122,890
92,81,104,1005
92,82,131,1125
92,83,92,1232
92,84,109,1406
92,85,96,1681
92,86,123,1984
92,87,102,2439
92,88,102,3274
92,89,102,4849
92,90,105,9895
93,1,110,124
93,2,119,123
93,3,109,115
93,4,115,109
93,5,115,126
93,6,115,105
93,7,113,113
93,8,117,139
93,9,114,125
93,10,110,106
93,11,89,124
93,12,97,109
93,13,98,128
93,14,108,123
93,15,105,139
93,16,84,135
93,17,96,144
93,18,109,135
93,19,101,148
93,20,105,142
93,21,106,141
93,22,113,137
93,23,91,140
93,24,109,140
93,25,95,138
93,26,101,151
93,27,101,166
93,28,104,150
93,29,125,146
93,30,106,158
93,31,105,174
93,32,102,175
93,33,129,179
93,34,116,184
93,35,124,192
93,36,117,174
93,37,107,165
93,38,105,196
93,39,97,199
93,40,122,204
93,41,104,192
93,42,110,183
93,43,121,219
93,44,120,220
93,45,115,212
93,46,104,201
93,47,113,215
93,48,116,219
93,49,89,249
93,50,115,257
93,51,127,259
93,52,106,251
93,53,98,276
93,54,122,274
93,55,115,264
93,56,131,270
93,57,123,295
93,58,125,307
93,59,110,321
93,60,104,291
93,61,120,305
93,62,110,333
93,63,102,348
93,64,111,314
93,65,101,356
93,66,111,363
93,67,114,379
93,68,123,403
93,69,115,412
93,70,140,436
93,71,116,455
93,72,109,484
93,73,117,530
93,74,108,500
93,75,108,590
93,76,91,647
93,77,92,619
93,78,107,677
93,79,99,769
93,80,107,858
93,81,109,899
93,82,104,952
93,83,127,1096
93,84,112,1255
93,85,117,1412
93,86,104,1704
93,87,120,2048
93,88,90,2386
93,89,115,3307
93,90,109,4902
93,91,117,9883
94,1,102,104
94,2,117,100
94,3,102,117
94,4,116,103
94,5,121,85
94,6,91,100
94,7,119,120
94,8,106,131
94,9,94,120
94,10,108,130
94,11,105,117
94,12,105,116
94,13,112,135
94,14,105,113
94,15,103,143
94,16,115,118
94,17,98,122
94,18,108,122
94,19,102,119
94,20,130,152
94,21,92,144
94,22,129,131
94,23,101,145
94,24,114,115
94,25,104,162
94,26,118,153
94,27,97,145
94,28,85,158
94,29,99,145
94,30,126,146
94,31,110,152
94,32,104,178
94,33,93,161
94,34,119,152
94,35,106,153
94,36,103,166
94,37,116,157
94,38,111,176
94,39,90,164
94,40,107,162
94,41,108,190
94,42,124,192
94,43,101,186
94,44,94,224
94,45,111,231
94,46,112,199
94,47,98,230
94,48,130,217
94,49,111,233
94,50,121,216
94,51,115,234
94,52,89,222
94,53,92,225
94,54,96,287
94,55,105,250
94,56,91,277
94,57,105,285
94,58,105,268
94,59,110,240
94,60,111,295
94,61,120,300
94,62,97,288
94,63,124,331
94,64,107,358
94,65,95,349
94,66,111,353
94,67,106,358
94,68,93,397
94,69,103,449
94,70,100,432
94,71,94,413
94,72,111,475
94,73,132,486
94,74,101,488
94,75,104,546
94,76,94,574
94,77,115,603
94,78,104,670
94,79,115,671
94,80,103,764
94,81,117,799
94,82,93,897
94,83,107,1003
94,84,105,1100
94,85,92,1268
94,86,98,1426
94,87,115,1600
94,88,115,1952
94,89,109,2473
94,90,100,3317
94,91,104,4989
94,92,114,9886
95,1,90,126
95,2,112,113
95,3,120,104
95,4,104,129
95,5,107,106
95,6,94,109
95,7,86,109
95,8,108,107
95,9,106,116
95,10,117,126
95,11,100,111
95,12,104,121
95,13,110,131
95,14,109,110
95,15,95,131
95,16,117,134
95,17,92,113
95,18,111,144
95,19,99,125
95,20,118,130
95,21,93,113
95,22,91,137
95,23,106,133
95,24,105,149
95,25,130,139
95,26,116,160
95,27,116,144
95,28,115,142
95,29,110,142
95,30,107,165
95,31,101,148
95,32,117,162
95,33,118,160
95,34,96,154
95,35,95,181
95,36,115,158
95,37,98,175
95,38,87,168
95,39,102,177
95,40,115,196
95,41,107,181
95,42,100,186
95,43,112,205
95,44,100,205
95,45,100,218
95,46,119,202
95,47,118,237
95,48,101,198
95,49,107,228
95,50,103,204
95,51,103,223
95,52,109,253
95,53,100,235
95,54,114,249
95,55,119,247
95,56,122,290
95,57,94,286
95,58,110,260
95,59,100,300
95,60,111,300
95,61,85,308
95,62,98,304
95,63,123,307
95,64,110,310
95,65,95,356
95,66,105,328
95,67,89,401
95,68,101,400
95,69,109,396
95,70,98,405
95,71,114,460
95,72,115,452
95,73,117,481
95,74,120,495
95,75,110,564
95,76,112,560
95,77,106,571
95,78,113,647
95,79,95,664
95,80,94,703
95,81,90,737
95,82,102,829
95,83,116,879
95,84,103,986
95,85,102,1083
95,86,108,1283
95,87,75,1415
95,88,100,1677
95,89,101,2031
95,90,112,2470
95,91,84,3331
95,92,111,5010
95,93,112,9888
96,1,99,109
96,2,86,107
96,3,119,100
96,4,92,105
96,5,95,113
96,6,99,113
96,7,105,107
96,8,104,94
96,9,99,120
96,10,104,112
96,11,97,125
96,12,83,126
96,13,95,128
96,14,102,126
96,15,128,110
96,16,112,128
96,17,108,142
96,18,101,124
96,19,103,119
96,20,98,132
96,21,104,121
96,22,109,142
96,23,108,124
96,24,119,120
96,25,105,128
96,26,99,126
96,27,115,168
96,28,107,152
96,29,104,152
96,30,102,151
96,31,89,152
96,32,99,157
96,33,95,165
96,34,105,157
96,35,101,146
96,36,109,169
96,37,89,187
96,38,96,164
96,39,96,193
96,40,104,164
96,41,112,205
96,42,95,191
96,43,114,185
96,44,120,192
96,45,93,199
96,46,114,197
96,47,108,190
96,48,107,204
96,49,114,210
96,50,90,224
96,51,99,238
96,52,111,228
96,53,108,204
96,54,105,245
96,55,101,262
96,56,94,230
96,57,79,265
96,58,95,242
96,59,95,306
96,60,97,279
96,61,112,262
96,62,97,319
96,63,104,327
96,64,86,280
96,65,111,321
96,66,96,346
96,67,109,370
96,68,96,381
96,69,96,378
96,70,109,381
96,71,105,408
96,72,106,420
96,73,94,463
96,74,96,485
96,75,113,468
96,76,113,524
96,77,107,529
96,78,101,614
96,79,88,533
96,80,90,643
96,81,94,675
96,82,107,765
96,83,111,868
96,84,105,915
96,85,112,964
96,86,104,1130
96,87,124,1215
96,88,104,1436
96,89,103,1673
96,90,117,1992
96,91,114,2490
96,92,123,3242
96,93,108,4972
96,94,99,9901
97,1,85,98
97,2,93,107
97,3,104,95
97,4,108,97
97,5,93,115
97,6,103,120
97,7,102,126
97,8,92,90
97,9,102,110
97,10,109,107
97,11,103,105
97,12,96,117
97,13,103,137
97,14,103,128
97,15,104,122
97,16,93,128
97,17,80,134
97,18,108,119
97,19,102,125
97,20,109,145
97,21,106,126
97,22,112,143
97,23,96,138
97,24,119,127
97,25,92,151
97,26,109,128
97,27,117,140
97,28,119,129
97,29,92,158
97,30,102,141
97,31,117,145
97,32,116,166
97,33,117,156
97,34,100,143
97,35,117,146
97,36,114,156
97,37,109,173
97,38,95,169
97,39,110,166
97,40,106,178
97,41,108,160
97,42,83,181
97,43,96,179
97,44,103,195
97,45,104,201
97,46,108,215
97,47,109,179
97,48,90,217
97,49,102,212
97,50,122,222
97,51,105,203
97,52,83,214
97,53,117,247
97,54,87,244
97,55,106,257
97,56,113,252
97,57,93,234
97,58,111,234
97,59,103,283
97,60,98,294
97,61,110,301
97,62,102,295
97,63,113,282
97,64,91,329
97,65,116,290
97,66,95,361
97,67,100,334
97,68,105,339
97,69,105,347
97,70,109,395
97,71,98,378
97,72,93,422
97,73,102,409
97,74,118,450
97,75,109,423
97,76,93,536
97,77,106,523
97,78,93,557
97,79,95,629
97,80,107,609
97,81,117,661
97,82,113,714
97,83,99,777
97,84,108,784
97,85,98,901
97,86,86,1021
97,87,88,1096
97,88,112,1268
97,89,117,1390
97,90,108,1670
97,91,98,2096
97,92,90,2438
97,93,92,3277
97,94,96,4994
97,95,120,9880
98,1,94,118
98,2,102,110
98,3,107,103
98,4,117,101
98,5,94,114
98,6,99,113
98,7,115,90
98,8,102,104
98,9,112,104
98,10,101,129
98,11,109,128
98,12,101,115
98,13,98,116
98,14,90,112
98,15,106,105
98,16,114,118
98,17,107,127
98,18,92,116
98,19,119,114
98,20,100,119
98,21,104,133
98,22,115,127
98,23,109,145
98,24,95,146
98,25,108,139
98,26,109,144
98,27,82,125
98,28,109,153
98,29,100,134
98,30,129,153
98,31,89,144
98,32,105,137
98,33,102,157
98,34,97,152
98,35,119,168
98,36,88,164
98,37,84,171
98,38,110,180
98,39,92,162
98,40,108,167
98,41,111,182
98,42,92,175
98,43,92,197
98,44,85,179
98,45,77,174
98,46,93,206
98,47,95,209
98,48,117,207
98,49,95,238
98,50,118,201
98,51,90,207
98,52,103,234
98,53,117,224
98,54,92,234
98,55,113,248
98,56,95,231
98,57,104,230
98,58,96,237
98,59,107,265
98,60,93,287
98,61,93,252
98,62,100,289
98,63,111,296
98,64,117,312
98,65,102,311
98,66,101,346
98,67,112,339
98,68,98,326
98,69,129,379
98,70,112,350
98,71,95,359
98,72,87,372
98,73,104,408
98,74,105,442
98,75,108,441
98,76,110,475
98,77,123,468
98,78,118,505
98,79,109,493
98,80,105,563
98,81,103,618
98,82,98,659
98,83,107,758
98,84,82,789
98,85,108,819
98,86,112,958
98,87,110,988
98,88,117,1136
98,89,111,1216
98,90,104,1377
98,91,101,1637
98,92,105,2015
98,93,97,2479
98,94,110,3235
98,95,98,4925
98,96,86,9914
99,1,101,109
99,2,118,96
99,3,89,117
99,4,101,87
99,5,108,106
99,6,106,103
99,7,105,106
99,8,97,121
99,9,100,109
99,10,98,106
99,11,111,116
99,12,113,110
99,13,89,123
99,14,124,126
99,15,96,118
99,16,116,126
99,17,98,114
99,18,103,107
99,19,95,133
99,20,92,138
99,21,109,112
99,22,110,136
99,23,101,128
99,24,104,134
99,25,105,132
99,26,121,146
99,27,105,139
99,28,89,163
99,29,80,145
99,30,121,160
99,31,106,175
99,32,98,165
99,33,106,161
99,34,96,159
99,35,105,148
99,36,113,167
99,37,104,177
99,38,111,148
99,39,110,166
99,40,102,182
99,41,91,158
99,42,100,174
99,43,93,184
99,44,112,197
99,45,89,180
99,46,100,202
99,47,95,185
99,48,84,182
99,49,101,214
99,50,96,212
99,51,116,203
99,52,100,208
99,53,104,220
99,54,102,245
99,55,108,230
99,56,104,216
99,57,91,249
99,58,101,251
99,59,118,249
99,60,98,239
99,61,96,235
99,62,87,264
99,63,109,284
99,64,105,300
99,65,116,306
99,66,102,309
99,67,97,330
99,68,125,337
99,69,92,354
99,70,99,327
99,71,117,408
99,72,104,371
99,73,97,399
99,74,108,391
99,75,94,461
99,76,101,444
99,77,99,503
99,78,92,500
99,79,109,504
99,80,97,572
99,81,95,592
99,82,101,627
99,83,88,674
99,84,117,742
99,85,107,783
99,86,88,774
99,87,93,893
99,88,100,988
99,89,87,1023
99,90,81,1290
99,91,102,1426
99,92,91,1673
99,93,98,1999
99,94,116,2483
99,95,104,3302
